,0,1,2,3,4,5,6,7,8,9,10,11
2669,431020,Commission on Sales - Aggregators - Lounge,EazyDiner Private Limited-Cr,Being commission invoice received the period 12.08.2024 to 18.08.2024 for New BEL Road lounge invoice No.2024-25PI90503 dated 18.08.2024. 5% TDS deducted on 382.77/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
2670,431020,Commission on Sales - Aggregators - Lounge,EazyDiner Private Limited-Cr,Being commission invoice received the period 12.08.2024 to 18.08.2024 for Jayanagar lounge invoice No.2024-25PI90504 dated 18.08.2024. 5% TDS deducted on 1026.12/-,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Vertical Cost,Aggregator Commission
2671,421008,Contract Cost - Housekeeping,Tirumala Services,"Being Lavelle Road HK charges for the month of July-24, Inv.no.TS/1685/2024-25 31.07.24, TDS DD 1% on Rs.188675/-.",,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Other factory overheads,Contract Staff
2672,421008,Contract Cost - Housekeeping,Tirumala Services,"Being Lavelle Road office HK charges for the month of July-2024, Inv.no.TS/1686/2024-25 31.07.24 TDS DD 1% on Rs.14719/-",,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Other factory overheads,Contract Staff
2673,431030,Lounge - Parking,Tirumala Services,Being Lavelle Road Valet Driver charges for the month of July-24 Inv.no.TS/1687/2024-25 31.07.24 TDS DD 1% on Rs.116771/-.,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,Lounge - Other Exp,Verical Cost,Other Infra Cost
2674,421008,Contract Cost - Housekeeping,Tirumala Services,Being Kammanahalli HK charges for the month of July-24 Inv.no.TS/1688/2024-25 31.07.24 TDS DD 1% on Rs.12605/-,,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Other factory overheads,Contract Staff
2675,421008,Contract Cost - Housekeeping,Tirumala Services,Being Jayanagar HK charges for the month of July-24 Inv.no.TS/1689/2024-25 31.07.24 TDS DD 1% on Rs.40813/-,,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Other factory overheads,Contract Staff
2676,431030,Lounge - Parking,Tirumala Services,Being Jayanagar Valet parking charges for the month of July-24 Inv.no.TS/1690/2024-25 31.07.24 TDS DD 1% on Rs.29193/-,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,Lounge - Other Exp,Verical Cost,Other Infra Cost
2677,421008,Contract Cost - Housekeeping,Tirumala Services,Being APR HK charges for the month of July-24 Inv.no.TS/1691/2024-25 31.07.24 TDS DD 1% on Rs.32784/-,,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Other factory overheads,Contract Staff
2678,431030,Lounge - Parking,Tirumala Services,Being Indiranagr Valet parking charges for the month of July-24 Inv.no.TS/1692/2024-25 31.07.24 TDS DD 1% on Rs.49586/-,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,Lounge - Other Exp,Verical Cost,Other Infra Cost
2679,431030,Lounge - Parking,Tirumala Services,Being Whitefield Valet parking charges for the month of July-24 Inv.no.TS/1693/2024-25 31.07.24 TDS DD 1% on Rs.29193/-,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,Lounge - Other Exp,Verical Cost,Other Infra Cost
2680,421008,Contract Cost - Housekeeping,Tirumala Services,Being Whitefield HK charges for the month of July-24 Inv.no.TS/1694/2024-25 31.07.24 TDS DD 1% on Rs.78347/-,,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Other factory overheads,Contract Staff
2681,421008,Contract Cost - Housekeeping,Tirumala Services,Being Sadashivanagar HK charges for the month of July-24 Inv.no.TS/1695/2024-25 31.07.24 TDS DD 1% on Rs.21691/-,,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Other factory overheads,Contract Staff
2682,431030,Lounge - Parking,Tirumala Services,Being Sadashivanagar Valet parking charges for the month of July-24 Inv.no.TS/1696/2024-25 31.07.24 TDS DD 1% on Rs.28093/-,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,Lounge - Other Exp,Verical Cost,Other Infra Cost
2683,421008,Contract Cost - Housekeeping,Tirumala Services,Being BEL Road HK charges for the month of July-24 Inv.no.TS/1697/2024-25 31.07.24 TDS DD 1% on Rs.20741/-,,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Other factory overheads,Contract Staff
2684,441009,Advertising & Marketing Costs @18%,Shopify Commerce Singapore Pte Ltd,Being shopify ads charges for the month of Aug-24 Inv no 262406033 13.08.24,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Business Development,Corporate Cost,Advertisements & Marketing
2685,431012,Repairs & Maintenance - Lounges @ 18%,Misty Water Tech,Being Jayanagar RO service charges Inv no 576 08.08.24 TDS DD 1% on Rs 7800/-,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,Lounge - R&M,Vertical Cost,Other Infra Cost
2686,431012,Repairs & Maintenance - Lounges @ 18%,Misty Water Tech,Being Bel road RO service charges Inv no 578 08.08.24 TDS DD 1% on Rs 4700/-,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,Lounge - R&M,Vertical Cost,Other Infra Cost
2687,421024,Repair & Maintenance - General @ 18%,UNITED POWER SYSTEMS,Being Jigani DG service charges Inv no UPSDG/2024-25/131 01.08.24TDS DD 1% on Rs 17139/-,,Expenses,Factory Overheads,Factory Overheads,Factory Maintenance Costs,Factory Maintenance Costs,Factory Cost,Factory Maintenance Cost
2688,451018,Bank Charges,,Paid bank charges for BESCOM & BWSSB payments for Jul-24,,Expenses,Corporate Costs,Corporate Costs,Other Corporate Expenses,Other Corporate Expenses,Corporate Cost,Finance Cost
2689,451018,Bank Charges,,being Bank charges for the date 2024-Aug-20,,Expenses,Corporate Costs,Corporate Costs,Other Corporate Expenses,Other Corporate Expenses,Corporate Cost,Finance Cost
2690,441014,Freight Outwards - Sales,Online Cakes - Kanchan,No Remarks,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
2691,441007,Commission on Sales - Aggregators,Flipkart  Internet Pvt Ltd,Being Debit note received for the month  july 2024 invoice number FKRKA25000539923 Dn no FKCKA25000824609 dated 31.07.2024,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Business Development,Corporate Cost,Aggregator Commission
2692,441004,Freight Outwards - Courier,Flipkart  Internet Pvt Ltd,Being Debit note received for the month  july 2024 invoice number FKRKA25000539923 Dn no FKCKA25000824609 dated 31.07.2024,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
2693,451035,Business Promotion @ 18%,Shaw Hotels & Consultancy Services Pvt Ltd,Being CR note received against Inv no BN526/24-25 07.06.24 Due bill raised for Extra amount,,Expenses,Selling & Dist Cost,Corporate Costs,Business Development,Business Development,Corporate Cost,Advertisements & Marketing
2694,441014,Freight Outwards - Sales,Deloitte Touche Tohmatsu India LLP - Blr,No Remarks,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
2695,431044,Commission on Sales - Aggregators - Rebel_x000D_,PROVISION FOR EXPENSES,Being Provision reversal commission for the month july 24 for eat sure,,Expenses,Direct Vertical Costs,Lounge Costs,Sales Commission,Sales Commission,Rebel Commission,Rebel Commission
2696,441007,Commission on Sales - Aggregators,PROVISION FOR EXPENSES,Being Provision reversal commission for the month july 24 for flipkart,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Business Development,Corporate Cost,Aggregator Commission
2697,441004,Freight Outwards - Courier,PROVISION FOR EXPENSES,Being Provision reversal commission for the month july 24 for flipkart,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
2698,441009,Advertising & Marketing Costs @18%,PROVISION FOR EXPENSES,Being Provision reversal commission for the month july 24 for flipkart,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Business Development,Corporate Cost,Advertisements & Marketing
2699,431025,Lounge - Water,,Being Bel road BWSSB water charges for the month of Jul-24,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,"Lounge - Electricity, DG, Water",Verical Cost,Other Infra Cost
2700,431010,Power & ElectricityLounge,,Being Whitefiled store power charges for the month of Jul-24 Inv no 161 E 15.08.24,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,"Lounge - Electricity, DG, Water",Vertical Cost,Other Infra Cost
2701,431025,Lounge - Water,,Being Indiranagar BWSSB water charges for the month of Jul-24,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,"Lounge - Electricity, DG, Water",Verical Cost,Other Infra Cost
2702,431021,Misc expenses - Lounge Exp,,Being products given to BBMP team by 1MG cafe Ref Mahesh Hegde Bill # MGC/TI/24-25/9865 Dt 18.08.24 Rs 4075/-,,Expenses,Direct Vertical Costs,Lounge Costs,Store - Infra Costs,Lounge - Other Exp,Verical Cost,Other Infra Cost
2703,431040,Catering Service,,Being APR petty cash expenses for 26th Jul to 15th Aug-24,Casual staffs for event,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Zomato,Vertical Cost,Performance Marketing
2704,441016,Conveyance Charges_x000D_,,Being APR petty cash expenses for 26th Jul to 15th Aug-24,"Ola fare For ODC, ODC Event OLA  Bill, Visit ODC Event Location",Expenses,Direct Vertical Costs,Lounge Costs,Transport and Conveyance,Transport and Conveyance,Verical Cost,Other Corporate Cost
2705,441003,Freight Outwards - Transportation,,Being APR petty cash expenses for 26th Jul to 15th Aug-24,"ODC Event Porter-Deloitte  Company, ODC Event on 2nd Aug'24 Location Visit & Etc",Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
2706,431008,Purchases - Kitchen supplies - Lounge,,Being APR petty cash expenses for 26th Jul to 15th Aug-24,"Sugar, Sprit, Orange Etc",,,,,,,
2707,451033,Printing and Stationery @ Exempt,,Being APR petty cash expenses for 26th Jul to 15th Aug-24,ODC event menu print,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Corporate Cost
2708,411008,PM - Freight Inward Exempt,,Being Cash purchase bills adjusted with advs,"Auto. porter, dunzo & Etc for Kolkota Hamper, Flower for PickupAlmond diced Pickup",Expenses,Purchases - PM - Freight,Production Costs - Direct,Factory - Freight Inwards,Factory Supplies,Factory Cost,Other  Factory Overheads
2709,411024,Purchases - Kitchen supplies,,Being Cash purchase bills adjusted with advs,"Lighter for Pastry Prodution, Potato peelar for Pastry Production, Blow Torch for Pastry Prouction",,,,,,,
2710,451033,Printing and Stationery @ Exempt,,Being Cash purchase bills adjusted with advs,Digital board for Chennai,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Corporate Cost
2711,441009,Advertising & Marketing Costs @18%,,Being Photoshoot charges for Amazon & Ice cream for the month of Aug-24 Inv no #316 02.08.24 TDS DD 10% on Rs 40000/-,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Business Development,Business Development,Corporate Cost,Advertisements & Marketing
2712,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 783640 : BHARTIYA CITY MALL : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2713,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 1052 : INDIRANAGAR : , OLA  :     : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2714,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 400169 : JAYANAGAR : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2715,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 400156 : KAMMANNAHALLI : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2716,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 588012 : LAVELLE ROAD : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2717,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 785521 : LAVELLE ROAD  (T A) : , OLA  :",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2718,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 413039 : SHANTIKETHAN  : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2719,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 95311 : VEGACITY  : , OLA  :     : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2720,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 485215 : WHITEFIELD NEW : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2721,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 457112 : REBAL - BASAVESHWARANAGAR : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2722,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 352903 : REBAL - MARATHAHALLI  : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2723,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 457018 : REBAL - UTTARAHALLI  : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2724,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 338136 : LOYAL - ELECTRONIC CITY : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2725,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 307540 : LOYAL - HSR : , OLA  :     : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2726,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 519529 : LOYAL - J.P. NAGAR : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2727,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 557422 : LOYAL - MAHADEVPURA : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2728,431036,Order Cancelation - E Commerce,,"Adjustment for the period  : 04-10 AUG : LOUNGE  : 546546 : LOYAL - SARJAPURA : , OLA  :   0  : -  TCS Refund July'24",,Expenses,Corporate Costs,Corporate Costs,Office Expenses,Office Expenses,Corporate Cost,Other Expenses
2729,Input IGST @ 3%,Input IGST @ 3%,,Being GST input transferred to Group A/c for July-2024.,,,,,,,,
2730,321003,Other Misc Income 5%,Smoor Lounge - IndiraNagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
2731,441014,Freight Outwards - Sales 5%,Smoor Lounge - IndiraNagar,0,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
2732,321003,Other Misc Income 5%,Smoor Lounge - Whitefield (New),0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
2733,441014,Freight Outwards - Sales 5%,Smoor Lounge - Whitefield (New),0,,Expenses,Selling & Dist Cost,Selling & Dist Cost,Frieght & Delivery,Frieght & Delivery,Vertical Cost,Freight & Delivery
2734,321003,Other Misc Income 5%,Smoor Lounge - Bel Road,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
2735,321003,Other Misc Income 5%,Smoor Lounge - Jayanagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
2736,321003,Other Misc Income 5%,Smoor Lounge - Kammanahalli,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
2737,321003,Other Misc Income 5%,Smoor Lounge - Lavelle Road,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
2738,321003,Other Misc Income 5%,Smoor Lounge - New Koramangala,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
2739,321003,Other Misc Income 5%,Smoor Lounge - Sadashivanagar,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
2740,321003,Other Misc Income 5%,Smoor Lounge - APR,0,,Income,Misc Income,Other Income,Misc Income,Other Income,Other Income,Other Income
2741,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - IndiraNagar,0,,,,,,,,
2742,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Ecity Hub,0,,,,,,,,
2743,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Jayanagar,0,,,,,,,,
2744,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Mahadevpura,0,,,,,,,,
2745,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Basaveshwara Nagar,0,,,,,,,,
2746,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Forum Mall,0,,,,,,,,
2747,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - HSR Hub,0,,,,,,,,
2748,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - JP Nagar,0,,,,,,,,
2749,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kadugodi CK,0,,,,,,,,
2750,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kammanahalli,0,,,,,,,,
2751,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Lavelle Road,0,,,,,,,,
2752,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Marathahalli,0,,,,,,,,
2753,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Orion,0,,,,,,,,
2754,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - RT Nagar,0,,,,,,,,
2755,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sadashivanagar,0,,,,,,,,
2756,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sarjapura,0,,,,,,,,
2757,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Uttarahalli,0,,,,,,,,
2758,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Vega City,0,,,,,,,,
2759,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Whitefield (New),0,,,,,,,,
2760,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Yelahanka,0,,,,,,,,
2761,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - 1MG Cafe,0,,,,,,,,
2762,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bel Road,0,,,,,,,,
2763,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - New Koramangala,0,,,,,,,,
2764,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bhartiya City Mall,0,,,,,,,,
2765,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Prestige shanti Niketan,0,,,,,,,,
2766,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - IndiraNagar,0,,,,,,,,
2767,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - IndiraNagar,0,,,,,,,,
2768,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kammanahalli,0,,,,,,,,
2769,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Kammanahalli,0,,,,,,,,
2770,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - New Koramangala,0,,,,,,,,
2771,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - New Koramangala,0,,,,,,,,
2772,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sarjapura,0,,,,,,,,
2773,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Sarjapura,0,,,,,,,,
2774,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Uttarahalli,0,,,,,,,,
2775,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Uttarahalli,0,,,,,,,,
2776,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Vega City,0,,,,,,,,
2777,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Vega City,0,,,,,,,,
2778,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Whitefield (New),0,,,,,,,,
2779,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Whitefield (New),0,,,,,,,,
2780,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Yelahanka,0,,,,,,,,
2781,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Yelahanka,0,,,,,,,,
2782,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Basaveshwara Nagar,0,,,,,,,,
2783,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Basaveshwara Nagar,0,,,,,,,,
2784,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bel Road,0,,,,,,,,
2785,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Bel Road,0,,,,,,,,
2786,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Bhartiya City Mall,0,,,,,,,,
2787,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Bhartiya City Mall,0,,,,,,,,
2788,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Ecity Hub,0,,,,,,,,
2789,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Ecity Hub,0,,,,,,,,
2790,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Forum Mall,0,,,,,,,,
2791,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Forum Mall,0,,,,,,,,
2792,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - HSR Hub,0,,,,,,,,
2793,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - HSR Hub,0,,,,,,,,
2794,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Jayanagar,0,,,,,,,,
2795,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Jayanagar,0,,,,,,,,
2796,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - JP Nagar,0,,,,,,,,
2797,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - JP Nagar,0,,,,,,,,
2798,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Lavelle Road,0,,,,,,,,
2799,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Lavelle Road,0,,,,,,,,
2800,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Marathahalli,0,,,,,,,,
2801,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Marathahalli,0,,,,,,,,
2802,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Orion,0,,,,,,,,
2803,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Orion,0,,,,,,,,
2804,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - RT Nagar,0,,,,,,,,
2805,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - RT Nagar,0,,,,,,,,
2806,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Sadashivanagar,0,,,,,,,,
2807,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Sadashivanagar,0,,,,,,,,
2808,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - 1MG Cafe,0,,,,,,,,
2809,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - 1MG Cafe,0,,,,,,,,
2810,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Kadugodi CK,0,,,,,,,,
2811,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Kadugodi CK,0,,,,,,,,
2812,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Mahadevpura,0,,,,,,,,
2813,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Mahadevpura,0,,,,,,,,
2814,Packaging Charges - 18%,Packaging Charges - 18%,Smoor Lounge - Prestige shanti Niketan,0,,,,,,,,
2815,Brand Pack Subscription (Income) 18%,Brand Pack Subscription (Income) 18%,Smoor Lounge - Prestige shanti Niketan,0,,,,,,,,
2816,421023,Consumables - General Factory @ 18%,U S Enterprises,Purchase of Consumable  material vide  Against Supplier Invoice USE24/25-377/20-08-2024 dated 20-08-2024 against GRN no: GRN/BLR/2024/7554 for HAL,,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Factory Cost,Other  Factory Overheads
2817,421023,Consumables - General Factory @ 18%,U S Enterprises,Purchase of Consumable  material vide  Against Supplier Invoice USE24/25-377/20-08-2024 dated 20-08-2024 against GRN no: GRN/BLR/2024/7554 for HAL,,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Factory Cost,Other  Factory Overheads
2818,421023,Consumables - General Factory @ 18%,U S Enterprises,Purchase of Consumable  material vide  Against Supplier Invoice USE24/25-377/20-08-2024 dated 20-08-2024 against GRN no: GRN/BLR/2024/7554 for HAL,,Expenses,Factory Overheads,Factory Overheads,Other factory overheads,Other factory overheads,Factory Cost,Other  Factory Overheads
2819,411008,PM - Freight Inward  @ 18%,ELITE PRINT PACK,Purchase of Packing  material vide  Against Supplier Invoice EPP/313/24-25/13-08-2024 dated 13-08-2024 against GRN no: GRN/BLR/2024/7534 for Avalahalli,,Expenses,Purchases - PM - Freight,Production Costs - Direct,Factory - Freight Inwards,Factory Supplies,Factory Cost,Other  Factory Overheads
